y_pred,y_conf,modello
0,0.9622483771101841,0
0,1.0,0
0,0.9999999996127859,0
0,0.9999993044450116,0
0,0.7524859728135613,0
0,0.9999999999999998,0
0,0.9998492747514508,0
0,0.9787075884948133,0
0,0.9999999996127859,0
0,1.0,0
0,0.8945497536537144,0
0,0.9999993044450116,0
0,0.9999999999896425,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.9992475478255786,0
0,1.0,0
1,0.8516411360158724,0
0,1.0,0
0,0.9999993044450116,0
0,1.0,0
0,0.8945497536537144,0
0,1.0,0
0,1.0,0
0,0.9999999999999449,0
0,0.9992756545054966,0
0,0.9998492747514508,0
1,0.8516411360158724,0
0,0.9998492747514508,0
0,0.9998492747514508,0
0,0.9622483771101841,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999997865,0
0,1.0,0
0,0.9998492747514508,0
1,0.9749542370061681,0
0,0.9999999999999992,0
0,1.0,0
0,1.0,0
0,0.9999999999999449,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.6118384252532441,0
0,0.7524859728135613,0
0,0.9999999999999992,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.9999708432896642,0
0,1.0,0
0,1.0,0
0,0.999999967090413,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999720138042707,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9998492747514508,0
0,1.0,0
0,0.9999993044450116,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999449,0
0,1.0,0
0,1.0,0
0,0.9999999996127859,0
0,1.0,0
0,1.0,0
0,0.9999999999643735,0
0,0.7524859728135613,0
0,0.9999999996127859,0
0,0.9999999065622251,0
0,0.9999999065622251,0
0,1.0,0
0,0.9999981763534167,0
1,0.6118384252532441,0
0,1.0,0
0,1.0,0
1,0.7418060337642288,0
0,0.9999999999999449,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.8945497536537144,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999449,0
0,1.0,0
0,0.9884225566228961,0
0,1.0,0
0,1.0,0
0,0.9999999996127859,0
0,1.0,0
0,1.0,0
0,0.9356019675349969,0
0,1.0,0
0,1.0,0
0,0.8945497536537144,0
0,1.0,0
0,1.0,0
0,0.7524859728135613,0
0,1.0,0
0,1.0,0
0,0.9787075884948133,0
0,1.0,0
0,1.0,0
0,0.9999981763534167,0
0,0.9999999998808916,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999993044450116,0
0,1.0,0
0,0.9992756545054966,0
0,1.0,0
0,0.9998492747514508,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999720138042707,0
0,0.9998492747514508,0
0,0.9622483771101841,0
0,0.7524859728135613,0
0,0.9999993044450116,0
0,1.0,0
0,1.0,0
0,0.9999720138042707,0
0,1.0,0
0,1.0,0
1,0.6118384252532441,0
0,1.0,0
1,0.8516411360158724,0
0,0.9787075884948133,0
0,0.9998492747514508,0
0,0.9992756545054966,0
0,0.9787075884948133,0
0,1.0,0
0,0.9787075884948133,0
0,0.9999999999999998,0
0,0.9999999999999449,0
0,0.9996647326764472,0
0,0.9999720138042707,0
0,1.0,0
0,1.0,0
0,0.9999999999643735,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.6118384252532441,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999065622251,0
0,1.0,0
0,0.9356019675349969,0
1,0.6118384252532441,0
0,0.9998492747514508,0
0,1.0,0
0,0.9999999998808916,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999996127859,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.999999967090413,0
0,0.9999999999643735,0
0,0.7524859728135613,0
0,1.0,0
0,1.0,0
0,0.9999999996127859,0
0,1.0,0
0,0.999999967090413,0
0,1.0,0
0,0.8945497536537144,0
0,1.0,0
0,0.9999999996127859,0
0,1.0,0
0,0.9622483771101841,0
0,0.9999993044450116,0
0,1.0,0
0,0.9999999998808916,0
0,0.999999967090413,0
0,0.999999967090413,0
0,1.0,0
1,0.8516411360158724,0
0,0.9787075884948133,0
0,0.9999993044450116,0
0,0.9999999999999449,0
0,1.0,0
0,1.0,0
0,0.9999999999999449,0
0,1.0,0
0,1.0,0
0,0.9999999999896425,0
0,0.9787075884948133,0
0,1.0,0
0,1.0,0
0,0.8945497536537144,0
0,1.0,0
0,0.7524859728135613,0
0,0.8945497536537144,0
0,1.0,0
0,0.9999999999997865,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999967,0
0,1.0,0
0,1.0,0
1,0.6118384252532441,0
0,1.0,0
0,0.7524859728135613,0
0,1.0,0
0,0.9999999065622251,0
0,1.0,0
0,0.9999999996127859,0
0,1.0,0
0,0.9622483771101841,0
0,0.9884225566228961,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.7524859728135613,0
0,0.9999720138042707,0
0,0.9622483771101841,0
1,0.9992475478255786,0
0,1.0,0
0,1.0,0
0,0.9999999999999992,0
0,1.0,0
0,1.0,0
0,0.9999993044450116,0
0,0.9999999998808916,0
0,1.0,0
0,1.0,0
0,0.9356019675349969,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9992756545054966,0
0,1.0,0
0,0.999999967090413,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999449,0
0,0.7524859728135613,0
0,0.9787075884948133,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.8945497536537144,0
0,1.0,0
0,0.9998492747514508,0
0,1.0,0
0,1.0,0
1,0.930041626159861,0
0,1.0,0
0,1.0,0
1,0.930041626159861,0
0,1.0,0
0,1.0,0
1,0.9940132369935986,0
0,1.0,0
0,0.9622483771101841,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999341397770988,0
0,1.0,0
0,0.9356019675349969,0
0,1.0,0
0,1.0,0
0,0.9998492747514508,0
0,0.9999999999896425,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.8945497536537144,0
0,0.9622483771101841,0
0,0.9999999996127859,0
0,1.0,0
0,0.9622483771101841,0
0,1.0,0
1,0.6118384252532441,0
0,0.9622483771101841,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999993044450116,0
